Room,Month,RM ARR,RM NIGHTS,ROOM REV,ADR,,,,
201,January,6,12,"1,747.50",145.63,,,,
201,February,8,10,"1,459.84",145.98,,,,
201,March,14,20,"2,874.84",143.74,,,,
201,April,10,19,"3,225.00",169.74,,,,
201,May,9,19,"3,023.90",159.15,,,,
201,June,11,19,"2,977.43",156.71,,,,
201,July,12,20,"3,302.35",165.12,,,,
201,August,9,15,"2,556.20",170.41,,,,
201,September,15,23,"3,684.02",160.17,,,,
201,October,11,29,"4,903.93",169.1,,,,
201,November,17,25,"3,267.03",130.68,,,,
201,December,16,25,"3,921.03",156.84,,,,
202,January,2,4,676.8,169.2,,,,
202,February,7,10,"1,821.42",182.14,,,,
202,March,10,15,"2,122.61",141.51,,,,
202,April,10,16,"3,082.94",192.68,,,,
202,May,8,13,"2,681.00",206.23,,,,
202,June,10,15,"2,744.15",182.94,,,,
202,July,13,18,"3,220.19",178.9,,,,
202,August,8,16,"3,152.30",197.02,,,,
202,September,12,18,"3,357.50",186.53,,,,
202,October,14,18,"3,242.38",180.13,,,,
202,November,15,20,"3,111.30",155.57,,,,
202,December,16,24,"3,380.59",140.86,,,,
203,January,7,8,920.46,115.06,,,,
203,February,9,15,"2,134.12",142.27,,,,
203,March,13,18,"2,707.96",150.44,,,,
203,April,10,22,"3,142.93",142.86,,,,
203,May,10,20,"3,404.47",170.22,,,,
203,June,9,17,"2,465.07",145,,,,
203,July,11,16,"2,479.15",154.95,,,,
203,August,10,19,"3,182.21",167.48,,,,
203,September,14,26,"4,000.65",153.87,,,,
203,October,13,25,"4,019.08",160.76,,,,
203,November,12,26,"3,417.89",131.46,,,,
203,December,17,25,"2,983.27",119.33,,,,
204,January,3,4,733.3,183.33,,,,
204,February,6,10,"1,640.70",164.07,,,,
204,March,12,18,"3,010.90",167.27,,,,
204,April,11,18,"3,300.77",183.38,,,,
204,May,9,15,"2,940.22",196.01,,,,
204,June,8,11,"1,931.74",175.61,,,,
204,July,12,20,"3,096.84",154.84,,,,
204,August,13,20,"3,939.76",196.99,,,,
204,September,10,22,"4,633.67",210.62,,,,
204,October,13,20,"3,767.60",188.38,,,,
204,November,11,16,"3,126.87",195.43,,,,
204,December,13,19,"2,847.58",149.87,,,,
205,January,5,5,785.35,157.07,,,,
205,February,11,17,"2,472.31",145.43,,,,
205,March,11,18,"2,586.92",143.72,,,,
205,April,10,17,"2,253.51",132.56,,,,
205,May,15,19,"3,208.01",168.84,,,,
205,June,9,16,"2,566.30",160.39,,,,
205,July,10,16,"2,564.15",160.26,,,,
205,August,10,17,"2,492.92",146.64,,,,
205,September,11,27,"4,181.74",154.88,,,,
205,October,15,26,"4,595.64",176.76,,,,
205,November,17,20,"2,935.80",146.79,,,,
205,December,18,24,"3,319.66",138.32,,,,
206,January,1,1,78.19,78.19,,,,
206,February,6,10,"1,769.70",176.97,,,,
206,March,11,18,"2,646.32",147.02,,,,
206,April,10,17,"2,897.57",170.45,,,,
206,May,10,13,"2,810.91",216.22,,,,
206,June,7,13,"2,280.89",175.45,,,,
206,July,13,20,"3,367.41",168.37,,,,
206,August,9,16,"3,102.34",193.9,,,,
206,September,13,19,"3,608.50",189.92,,,,
206,October,11,17,"3,222.61",189.57,,,,
206,November,11,14,"2,363.78",168.84,,,,
206,December,11,15,"2,266.87",151.12,,,,
207,January,5,6,795,132.5,,,,
207,February,10,15,"1,859.68",123.98,,,,
207,March,11,23,"3,219.40",139.97,,,,
207,April,14,22,"3,394.69",154.3,,,,
207,May,10,22,"3,383.89",153.81,,,,
207,June,7,17,"2,465.03",145,,,,
207,July,10,17,"2,732.24",160.72,,,,
207,August,9,15,"2,420.78",161.39,,,,
207,September,14,23,"3,540.34",153.93,,,,
207,October,16,29,"4,340.72",149.68,,,,
207,November,14,23,"4,249.12",184.74,,,,
207,December,17,26,"3,442.38",132.4,,,,
208,January,2,2,217.19,108.6,,,,
208,February,4,9,"1,244.67",138.3,,,,
208,March,8,16,"2,628.67",164.29,,,,
208,April,11,20,"3,768.71",188.44,,,,
208,May,8,13,"2,502.52",192.5,,,,
208,June,8,13,"2,208.47",169.88,,,,
208,July,12,19,"2,972.50",156.45,,,,
208,August,8,15,"3,137.11",209.14,,,,
208,September,11,21,"3,627.12",172.72,,,,
208,October,11,15,"3,218.13",214.54,,,,
208,November,12,18,"2,525.86",140.33,,,,
208,December,8,12,"1,573.77",131.15,,,,
209,January,5,6,811,135.17,,,,
209,February,10,18,"2,389.48",132.75,,,,
209,March,11,17,"2,295.00",135,,,,
209,April,8,21,"3,644.68",173.56,,,,
209,May,10,18,"2,951.88",163.99,,,,
209,June,7,17,"2,853.56",167.86,,,,
209,July,10,14,"2,642.24",188.73,,,,
209,August,8,17,"3,023.72",177.87,,,,
209,September,14,24,"4,252.57",177.19,,,,
209,October,17,30,"4,981.05",166.04,,,,
209,November,13,21,"2,946.27",140.3,,,,
209,December,12,17,"2,695.60",158.56,,,,
210,January,3,3,479,159.67,,,,
210,February,7,14,"2,213.92",158.14,,,,
210,March,9,17,"2,497.51",146.91,,,,
210,April,8,19,"2,931.70",154.3,,,,
210,May,10,17,"3,679.25",216.43,,,,
210,June,9,14,"2,424.93",173.21,,,,
210,July,13,19,"3,307.72",174.09,,,,
210,August,9,17,"3,359.86",197.64,,,,
210,September,10,19,"3,942.59",207.5,,,,
210,October,12,19,"3,593.28",189.12,,,,
210,November,13,18,"3,150.88",175.05,,,,
210,December,6,7,"1,038.56",148.37,,,,
301,January,9,15,"1,803.80",120.25,,,,
301,February,17,23,"3,343.55",145.37,,,,
301,March,13,23,"3,250.71",141.34,,,,
301,April,15,26,"3,543.20",136.28,,,,
301,May,13,24,"4,071.85",169.66,,,,
301,June,16,24,"4,241.05",176.71,,,,
301,July,12,20,"3,010.08",150.5,,,,
301,August,15,22,"3,697.44",168.07,,,,
301,September,18,27,"4,148.87",153.66,,,,
301,October,21,29,"4,700.10",162.07,,,,
301,November,14,25,"3,565.59",142.62,,,,
301,December,17,25,"3,387.43",135.5,,,,
302,January,7,11,"1,450.73",131.88,,,,
302,February,10,16,"2,415.65",150.98,,,,
302,March,13,25,"3,569.50",142.78,,,,
302,April,10,28,"4,550.80",162.53,,,,
302,May,13,23,"3,923.38",170.58,,,,
302,June,12,23,"3,601.26",156.58,,,,
302,July,13,26,"4,081.72",156.99,,,,
302,August,15,24,"4,660.25",194.18,,,,
302,September,11,23,"4,207.71",182.94,,,,
302,October,14,22,"4,471.91",203.27,,,,
302,November,12,23,"3,925.71",170.68,,,,
302,December,17,24,"3,483.68",145.15,,,,
303,January,10,15,"1,860.15",124.01,,,,
303,February,12,24,"3,780.89",157.54,,,,
303,March,16,29,"4,271.37",147.29,,,,
303,April,15,27,"3,737.64",138.43,,,,
303,May,15,29,"4,614.78",159.13,,,,
303,June,14,25,"4,402.20",176.09,,,,
303,July,16,23,"3,562.34",154.88,,,,
303,August,13,25,"4,061.61",162.46,,,,
303,September,6,12,"2,165.56",180.46,,,,
303,October,20,28,"4,790.87",171.1,,,,
303,November,20,28,"4,301.42",153.62,,,,
303,December,18,27,"3,850.74",142.62,,,,
304,January,9,16,"1,894.26",118.39,,,,
304,February,9,19,"3,011.05",158.48,,,,
304,March,16,27,"4,234.90",156.85,,,,
304,April,13,29,"4,596.27",158.49,,,,
304,May,15,24,"4,305.55",179.4,,,,
304,June,13,22,"3,797.50",172.61,,,,
304,July,13,28,"4,332.23",154.72,,,,
304,August,8,22,"4,471.48",203.25,,,,
304,September,12,23,"4,149.55",180.42,,,,
304,October,16,26,"4,305.76",165.61,,,,
304,November,17,25,"3,742.59",149.7,,,,
304,December,13,16,"2,242.92",140.18,,,,
305,January,11,18,"2,163.76",120.21,,,,
305,February,14,23,"3,227.49",140.33,,,,
305,March,10,29,"4,251.49",146.6,,,,
305,April,13,26,"4,074.84",156.72,,,,
305,May,15,26,"4,060.57",156.18,,,,
305,June,14,26,"4,741.90",182.38,,,,
305,July,18,24,"3,572.48",148.85,,,,
305,August,15,22,"3,159.77",143.63,,,,
305,September,14,27,"4,243.81",157.18,,,,
305,October,15,28,"4,476.06",159.86,,,,
305,November,19,24,"4,050.84",168.79,,,,
305,December,12,27,"3,717.56",137.69,,,,
306,January,8,10,"1,284.77",128.48,,,,
306,February,10,18,"2,556.50",142.03,,,,
306,March,17,26,"3,942.53",151.64,,,,
306,April,17,27,"5,046.40",186.9,,,,
306,May,11,25,"4,145.96",165.84,,,,
306,June,13,19,"2,662.98",140.16,,,,
306,July,8,29,"4,624.49",159.47,,,,
306,August,13,24,"4,264.46",177.69,,,,
306,September,17,23,"4,098.17",178.18,,,,
306,October,14,21,"3,391.47",161.5,,,,
306,November,5,8,"1,141.83",142.73,,,,
306,December,14,18,"2,548.70",141.59,,,,
307,January,12,17,"2,213.05",130.18,,,,
307,February,11,20,"3,200.05",160,,,,
307,March,12,28,"3,454.89",123.39,,,,
307,April,10,24,"3,422.80",142.62,,,,
307,May,13,26,"4,289.78",164.99,,,,
307,June,15,25,"3,964.50",158.58,,,,
307,July,15,28,"4,270.37",152.51,,,,
307,August,20,24,"4,065.77",169.41,,,,
307,September,17,29,"4,770.31",164.49,,,,
307,October,16,28,"4,564.49",163.02,,,,
307,November,15,23,"3,213.33",139.71,,,,
307,December,10,20,"2,754.71",137.74,,,,
308,January,7,7,957.95,136.85,,,,
308,February,12,20,"2,911.71",145.59,,,,
308,March,13,28,"3,899.31",139.26,,,,
308,April,17,28,"4,647.35",165.98,,,,
308,May,11,19,"3,412.17",179.59,,,,
308,June,15,21,"4,003.79",190.66,,,,
308,July,4,29,"4,576.94",157.83,,,,
308,August,9,22,"4,099.37",186.34,,,,
308,September,15,24,"4,300.46",179.19,,,,
308,October,18,25,"4,306.26",172.25,,,,
308,November,10,20,"3,332.78",166.64,,,,
308,December,12,20,"3,208.66",160.43,,,,
309,January,7,17,"2,328.95",137,,,,
309,February,10,22,"2,996.54",136.21,,,,
309,March,13,19,"2,772.50",145.92,,,,
309,April,13,22,"3,285.17",149.33,,,,
309,May,7,23,"3,249.63",141.29,,,,
309,June,11,21,"3,343.46",159.21,,,,
309,July,11,19,"2,943.58",154.93,,,,
309,August,10,19,"2,763.36",145.44,,,,
309,September,17,21,"3,756.61",178.89,,,,
309,October,23,30,"4,428.43",147.61,,,,
309,November,14,21,"3,543.01",168.71,,,,
309,December,6,15,"2,171.65",144.78,,,,
310,January,3,4,552.28,138.07,,,,
310,February,5,10,"1,594.25",159.43,,,,
310,March,14,21,"3,122.60",148.7,,,,
310,April,14,23,"3,890.81",169.17,,,,
310,May,10,17,"3,538.84",208.17,,,,
310,June,15,17,"2,858.74",168.16,,,,
310,July,18,27,"4,764.99",176.48,,,,
310,August,14,25,"4,382.98",175.32,,,,
310,September,15,23,"4,686.72",203.77,,,,
310,October,13,25,"4,152.00",166.08,,,,
310,November,11,21,"4,014.23",191.15,,,,
310,December,11,14,"2,059.47",147.11,,,,
312,January,3,4,629.08,157.27,,,,
312,February,4,5,919.3,183.86,,,,
312,March,7,14,"2,573.23",183.8,,,,
312,April,8,19,"2,851.08",150.06,,,,
312,May,7,13,"2,579.98",198.46,,,,
312,June,6,8,"1,625.70",203.21,,,,
312,July,6,9,"1,725.58",191.73,,,,
312,August,7,10,"1,988.75",198.88,,,,
312,September,4,9,"2,013.75",223.75,,,,
312,October,5,12,"1,945.38",162.12,,,,
312,November,5,7,"1,642.40",234.63,,,,
312,December,1,5,823.55,164.71,,,,
314,January,12,20,"2,593.08",129.65,,,,
314,February,12,16,"2,266.42",141.65,,,,
314,March,10,24,"3,209.19",133.72,,,,
314,April,16,24,"3,985.12",166.05,,,,
314,May,15,26,"4,222.13",162.39,,,,
314,June,11,23,"3,729.65",162.16,,,,
314,July,15,23,"3,609.35",156.93,,,,
314,August,15,21,"3,651.24",173.87,,,,
314,September,18,25,"3,957.97",158.32,,,,
314,October,17,31,"4,784.07",154.32,,,,
314,November,19,29,"4,344.01",149.79,,,,
314,December,12,22,"2,831.83",128.72,,,,
316,January,15,18,"2,291.16",127.29,,,,
316,February,13,21,"3,056.49",145.55,,,,
316,March,15,26,"3,710.74",142.72,,,,
316,April,12,28,"4,299.45",153.55,,,,
316,May,9,24,"4,138.29",172.43,,,,
316,June,14,26,"4,986.10",191.77,,,,
316,July,18,28,"4,381.84",156.49,,,,
316,August,13,21,"3,537.25",168.44,,,,
316,September,13,28,"4,207.58",150.27,,,,
316,October,19,30,"4,883.89",162.8,,,,
316,November,18,26,"4,067.95",156.46,,,,
316,December,13,21,"2,590.01",123.33,,,,
318,January,13,18,"2,319.95",128.89,,,,
318,February,17,24,"3,559.79",148.32,,,,
318,March,11,26,"3,828.00",147.23,,,,
318,April,16,26,"3,806.45",146.4,,,,
318,May,11,25,"3,699.48",147.98,,,,
318,June,16,26,"4,438.26",170.7,,,,
318,July,16,21,"3,066.30",146.01,,,,
318,August,13,22,"3,807.96",173.09,,,,
318,September,12,26,"4,019.82",154.61,,,,
318,October,18,28,"4,725.45",168.77,,,,
318,November,15,27,"3,809.55",141.09,,,,
318,December,14,23,"2,978.21",129.49,,,,
320,January,2,5,715,143,,,,
320,February,8,12,"1,774.90",147.91,,,,
320,March,10,15,"2,012.88",134.19,,,,
320,April,12,24,"3,378.32",140.76,,,,
320,May,10,22,"3,813.21",173.33,,,,
320,June,9,19,"2,859.17",150.48,,,,
320,July,11,18,"2,825.88",156.99,,,,
320,August,9,16,"2,886.45",180.4,,,,
320,September,14,22,"3,424.72",155.67,,,,
320,October,14,24,"3,795.48",158.15,,,,
320,November,14,24,"3,417.52",142.4,,,,
320,December,11,21,"2,792.36",132.97,,,,
321,January,8,12,"2,441.15",203.43,,,,
321,February,9,10,"2,493.30",249.33,,,,
321,March,10,14,"2,757.72",196.98,,,,
321,April,12,18,"3,836.33",213.13,,,,
321,May,12,15,"3,908.06",260.54,,,,
321,June,11,17,"3,369.61",198.21,,,,
321,July,14,19,"4,030.80",212.15,,,,
321,August,5,19,"3,082.39",162.23,,,,
321,September,10,16,"4,057.20",253.58,,,,
321,October,10,14,"3,475.56",248.25,,,,
321,November,9,13,"3,549.75",273.06,,,,
321,December,9,10,"2,458.75",245.88,,,,
322,January,2,4,546,136.5,,,,
322,February,7,11,"1,591.45",144.68,,,,
322,March,9,17,"2,472.48",145.44,,,,
322,April,14,23,"3,442.84",149.69,,,,
322,May,9,21,"3,888.97",185.19,,,,
322,June,13,16,"2,693.95",168.37,,,,
322,July,11,16,"2,837.99",177.37,,,,
322,August,12,16,"2,836.64",177.29,,,,
322,September,15,24,"3,993.43",166.39,,,,
322,October,15,23,"3,479.39",151.28,,,,
322,November,16,24,"3,655.47",152.31,,,,
322,December,9,16,"2,259.00",141.19,,,,
323,January,15,17,"2,001.04",117.71,,,,
323,February,13,23,"3,493.50",151.89,,,,
323,March,10,28,"3,234.45",115.52,,,,
323,April,15,28,"4,736.70",169.17,,,,
323,May,13,28,"4,599.49",164.27,,,,
323,June,12,23,"4,012.26",174.45,,,,
323,July,14,19,"2,954.08",155.48,,,,
323,August,11,21,"3,228.98",153.76,,,,
323,September,13,25,"4,092.14",163.69,,,,
323,October,13,29,"4,585.71",158.13,,,,
323,November,15,28,"4,005.57",143.06,,,,
323,December,11,18,"2,592.39",144.02,,,,
324,January,17,21,"2,692.61",128.22,,,,
324,February,14,25,"3,330.79",133.23,,,,
324,March,10,29,"4,229.03",145.83,,,,
324,April,16,27,"3,890.89",144.11,,,,
324,May,16,25,"3,778.84",151.15,,,,
324,June,14,23,"3,504.47",152.37,,,,
324,July,14,21,"3,168.72",150.89,,,,
324,August,12,21,"3,196.44",152.21,,,,
324,September,12,25,"4,171.11",166.84,,,,
324,October,20,29,"4,633.88",159.79,,,,
324,November,18,26,"3,768.91",144.96,,,,
324,December,17,21,"2,943.40",140.16,,,,
325,January,2,2,0,0,,,,
325,February,3,3,0,0,,,,
325,March,2,2,179,89.5,,,,
325,April,3,2,311.18,155.59,,,,
325,May,3,4,118.74,29.69,,,,
325,June,4,5,179,35.8,,,,
325,July,3,5,805.2,161.04,,,,
325,August,1,2,700,350,,,,
325,September,4,6,"1,549.00",258.17,,,,
325,October,4,14,"2,854.00",203.86,,,,
325,November,3,5,718,143.6,,,,
325,December,1,1,700,700,,,,
326,January,2,3,772.2,257.4,,,,
326,February,6,8,"1,696.69",212.09,,,,
326,March,9,17,"3,251.48",191.26,,,,
326,April,8,14,"2,491.03",177.93,,,,
326,May,13,20,"3,879.78",193.99,,,,
326,June,8,18,"3,905.90",216.99,,,,
326,July,10,14,"2,256.36",161.17,,,,
326,August,11,15,"3,661.40",244.09,,,,
326,September,12,19,"3,922.67",206.46,,,,
326,October,11,19,"4,828.43",254.13,,,,
326,November,7,19,"4,210.11",221.58,,,,
326,December,8,10,"2,146.25",214.63,,,,
327,January,14,17,"2,066.20",121.54,,,,
327,February,12,18,"2,731.57",151.75,,,,
327,March,16,28,"3,850.44",137.52,,,,
327,April,12,24,"3,497.58",145.73,,,,
327,May,14,24,"4,406.87",183.62,,,,
327,June,9,20,"2,950.83",147.54,,,,
327,July,17,22,"3,499.81",159.08,,,,
327,August,10,18,"3,228.40",179.36,,,,
327,September,17,23,"3,659.48",159.11,,,,
327,October,18,29,"4,558.64",157.19,,,,
327,November,17,28,"3,877.60",138.49,,,,
327,December,14,23,"3,085.31",134.14,,,,
328,January,15,19,"2,303.52",121.24,,,,
328,February,19,23,"3,536.15",153.75,,,,
328,March,15,31,"4,078.41",131.56,,,,
328,April,13,24,"3,729.99",155.42,,,,
328,May,14,23,"3,858.21",167.75,,,,
328,June,8,21,"3,275.58",155.98,,,,
328,July,13,21,"3,303.08",157.29,,,,
328,August,16,19,"2,906.57",152.98,,,,
328,September,17,24,"3,675.68",153.15,,,,
328,October,17,29,"4,609.98",158.96,,,,
328,November,18,27,"3,650.18",135.19,,,,
328,December,16,26,"3,199.84",123.07,,,,
401,January,9,14,"1,704.69",121.76,,,,
401,February,15,20,"3,171.70",158.59,,,,
401,March,15,25,"3,193.49",127.74,,,,
401,April,15,28,"4,210.91",150.39,,,,
401,May,19,27,"4,174.44",154.61,,,,
401,June,15,24,"3,683.96",153.5,,,,
401,July,11,21,"2,982.66",142.03,,,,
401,August,15,19,"3,370.06",177.37,,,,
401,September,14,28,"4,171.59",148.99,,,,
401,October,13,30,"4,887.10",162.9,,,,
401,November,16,23,"3,074.98",133.69,,,,
401,December,18,25,"3,387.82",135.51,,,,
402,January,3,4,696.5,174.13,,,,
402,February,9,14,"1,853.01",132.36,,,,
402,March,15,22,"3,344.08",152,,,,
402,April,15,25,"4,094.11",163.76,,,,
402,May,14,23,"4,239.35",184.32,,,,
402,June,13,20,"4,426.93",221.35,,,,
402,July,12,24,"3,897.14",162.38,,,,
402,August,2,4,620.92,155.23,,,,
402,September,15,20,"4,066.65",203.33,,,,
402,October,13,22,"4,108.55",186.75,,,,
402,November,10,16,"2,699.61",168.73,,,,
402,December,9,13,"2,111.89",162.45,,,,
403,January,8,12,"1,795.96",149.66,,,,
403,February,16,22,"3,193.64",145.17,,,,
403,March,10,24,"3,350.87",139.62,,,,
403,April,13,24,"3,432.88",143.04,,,,
403,May,15,26,"4,153.94",159.77,,,,
403,June,11,21,"3,762.46",179.16,,,,
403,July,11,23,"3,084.13",134.09,,,,
403,August,11,18,"3,248.40",180.47,,,,
403,September,15,25,"4,298.33",171.93,,,,
403,October,17,28,"4,709.30",168.19,,,,
403,November,18,27,"3,837.67",142.14,,,,
403,December,15,20,"2,853.64",142.68,,,,
404,January,6,10,"1,740.22",174.02,,,,
404,February,10,18,"2,429.66",134.98,,,,
404,March,16,25,"3,735.72",149.43,,,,
404,April,16,26,"4,001.57",153.91,,,,
404,May,15,21,"4,318.38",205.64,,,,
404,June,12,20,"3,848.15",192.41,,,,
404,July,16,21,"3,372.61",160.6,,,,
404,August,9,20,"4,178.92",208.95,,,,
404,September,13,21,"4,303.29",204.92,,,,
404,October,15,20,"3,320.87",166.04,,,,
404,November,14,24,"3,920.97",163.37,,,,
404,December,8,11,"1,856.98",168.82,,,,
405,January,9,14,"1,518.15",108.44,,,,
405,February,12,17,"2,231.14",131.24,,,,
405,March,14,24,"3,609.41",150.39,,,,
405,April,14,26,"3,913.07",150.5,,,,
405,May,14,21,"3,361.98",160.09,,,,
405,June,12,26,"4,318.51",166.1,,,,
405,July,11,22,"3,392.60",154.21,,,,
405,August,12,19,"3,130.80",164.78,,,,
405,September,13,27,"3,945.21",146.12,,,,
405,October,18,26,"4,089.38",157.28,,,,
405,November,14,23,"3,396.73",147.68,,,,
405,December,10,24,"3,038.32",126.6,,,,
406,January,4,5,734.65,146.93,,,,
406,February,9,16,"2,493.85",155.87,,,,
406,March,14,23,"3,554.61",154.55,,,,
406,April,13,25,"4,588.85",183.55,,,,
406,May,9,17,"3,204.65",188.51,,,,
406,June,14,20,"3,449.78",172.49,,,,
406,July,12,18,"2,929.16",162.73,,,,
406,August,12,21,"4,049.77",192.85,,,,
406,September,11,20,"4,186.10",209.31,,,,
406,October,11,22,"3,979.80",180.9,,,,
406,November,12,21,"3,028.46",144.21,,,,
406,December,9,14,"1,806.29",129.02,,,,
407,January,9,14,"1,878.08",134.15,,,,
407,February,9,14,"1,873.47",133.82,,,,
407,March,15,24,"3,361.82",140.08,,,,
407,April,13,25,"3,951.83",158.07,,,,
407,May,11,23,"3,609.52",156.94,,,,
407,June,10,18,"2,890.36",160.58,,,,
407,July,16,20,"3,752.59",187.63,,,,
407,August,11,18,"3,911.12",217.28,,,,
407,September,14,23,"4,013.65",174.51,,,,
407,October,19,29,"4,646.95",160.24,,,,
407,November,17,24,"3,281.29",136.72,,,,
407,December,13,20,"2,529.91",126.5,,,,
408,January,3,3,367.29,122.43,,,,
408,February,9,12,"2,023.23",168.6,,,,
408,March,17,25,"4,021.90",160.88,,,,
408,April,13,24,"4,261.46",177.56,,,,
408,May,10,16,"2,180.79",136.3,,,,
408,June,11,12,"1,969.62",164.14,,,,
408,July,10,15,"2,549.49",169.97,,,,
408,August,10,18,"3,516.78",195.38,,,,
408,September,15,19,"3,733.53",196.5,,,,
408,October,16,22,"4,473.23",203.33,,,,
408,November,12,21,"3,278.14",156.1,,,,
408,December,5,9,"1,365.79",151.75,,,,
409,January,7,10,"1,495.02",149.5,,,,
409,February,7,11,"1,502.15",136.56,,,,
409,March,9,18,"2,627.05",145.95,,,,
409,April,13,19,"2,830.95",149,,,,
409,May,12,21,"3,486.98",166.05,,,,
409,June,12,19,"3,339.29",175.75,,,,
409,July,10,14,"2,647.32",189.09,,,,
409,August,9,15,"2,291.06",152.74,,,,
409,September,14,23,"3,313.45",144.06,,,,
409,October,15,25,"4,375.80",175.03,,,,
409,November,9,21,"3,106.52",147.93,,,,
409,December,6,13,"1,810.23",139.25,,,,
410,January,4,4,625.87,156.47,,,,
410,February,9,9,"1,578.97",175.44,,,,
410,March,14,21,"3,065.22",145.96,,,,
410,April,12,21,"3,396.25",161.73,,,,
